date,temp_min,temp_max,temp_observ,precip,wind,wt_fog,wt_thunder,wt_rain,wt_snow,casual,registered,total_cust,holiday
1/1/2011,-1.566666667,11.97333333,2.772727273,0.069333333,2.575,1,0,1,0,330,629,959,0
1/2/2011,0.88,13.80666667,7.327272727,1.037349398,3.925,1,0,1,0,130,651,781,0
1/3/2011,-3.442857143,7.464285714,-3.06,1.878823529,3.625,0,0,0,0,120,1181,1301,0
1/4/2011,-5.957142857,4.642857143,-3.1,0,1.8,0,0,0,0,107,1429,1536,0
1/5/2011,-4.293333333,6.113333333,-1.772727273,0,2.95,0,0,0,0,82,1489,1571,0
1/6/2011,-4.993333333,4.233333333,-4.245454545,0,1.6,0,0,0,1,88,1485,1573,0
1/7/2011,-3.885714286,2.857142857,-1.57,0.101204819,2.55,1,0,0,1,148,1345,1493,0
1/8/2011,-3.98,0.486666667,-2.472727273,0.285057471,4.575,1,0,0,1,68,871,939,0
1/9/2011,-6.293333333,0.226666667,-6.072727273,0.283529412,6.425,0,0,0,0,54,748,802,0
1/10/2011,-6.238461538,0.507692308,-5.177777778,0,2.975,0,0,0,0,41,1257,1298,0
1/11/2011,-5.914285714,0.564285714,-3.1,0.460240964,1.35,1,0,1,1,43,1188,1231,0
1/12/2011,-5.114285714,0.192857143,-3.38,3.52688172,5.675,1,0,0,0,25,1116,1141,0
1/13/2011,-4.6,1.035714286,-4.16,0,5.025,0,0,0,0,37,1346,1383,0
1/14/2011,-7.342857143,1.161538462,-5.83,0.003797468,2.125,1,0,0,1,54,1330,1384,0
1/15/2011,-5.66,2.78,-3.945454545,0,2.2,1,0,0,0,222,1018,1240,0
1/16/2011,-4.08,5.626666667,0.409090909,0,3.3,0,0,0,0,251,937,1188,0
1/17/2011,-3.371428571,2.185714286,-2.12,0.420512821,3.1,1,0,1,1,117,876,993,1
1/18/2011,-3.242857143,0.485714286,-1.77,10.54157303,3.25,1,0,1,0,9,663,672,0
1/19/2011,-1.061538462,4.8,1.122222222,0.88452381,3.275,1,0,1,0,78,1553,1631,0
1/20/2011,-1.107142857,8.064285714,-0.44,0.04025974,3.275,0,0,1,1,81,1815,1896,0
1/21/2011,-3.413333333,4.528571429,-1.472727273,0.831818182,6.125,1,0,1,1,73,1449,1522,0
1/22/2011,-10.21333333,-0.513333333,-9.590909091,0,2.375,0,0,0,0,93,876,969,0
1/23/2011,-11,-3.1,-8.072727273,0,3.625,0,0,0,1,150,827,977,0
1/24/2011,-12.54666667,-1.7,-11.87272727,0,2.55,0,0,0,0,86,1319,1405,0
1/25/2011,-9.406666667,1.366666667,-2.081818182,0,1.575,0,0,0,0,186,1785,1971,0
1/26/2011,-1.785714286,5.485714286,0.5,9.01625,5.075,1,1,0,1,34,466,500,0
1/27/2011,-1.78,1.706666667,-1.318181818,29.52911392,3.2,1,1,0,1,15,409,424,0
1/28/2011,-2.806666667,1.86,-1.863636364,0.134177215,1.675,1,0,0,1,38,1113,1151,0
1/29/2011,-5.235714286,1.785714286,-4.22,1.44,1.875,1,0,0,1,123,947,1070,0
1/30/2011,-6.342857143,3.664285714,-4.6,0,1.2,1,0,0,0,140,944,1084,0
1/31/2011,-4.907142857,4.185714286,-2.94,0,2.675,0,0,1,1,42,1376,1418,0
2/1/2011,-3.086666667,0.073333333,-3.081818182,0.497468354,1.2,1,0,1,0,47,1284,1331,0
2/2/2011,-1.673333333,4.853333333,0.718181818,18.68068182,4.65,1,0,1,0,72,1430,1502,0
2/3/2011,-3.48,6.34,-2.472727273,0.384810127,4.2,1,0,0,0,61,1473,1534,0
2/4/2011,-5.22,3.12,-3.281818182,0,1.875,0,0,0,0,88,1603,1691,0
2/5/2011,-2.3,4.693333333,0.972727273,1.992307692,2.4,1,0,1,0,100,892,992,0
2/6/2011,-0.133333333,6.26,1.927272727,2.756,2.725,1,0,0,0,354,1249,1603,0
2/7/2011,-3.02,8.146666667,-1.72,0,0.975,1,0,1,0,119,1568,1687,0
2/8/2011,-3.513333333,7.326666667,1.209090909,0.209411765,6.525,1,0,1,0,64,1446,1510,0
2/9/2011,-8.166666667,2.233333333,-6.1,0.003797468,2.975,1,0,0,1,52,1540,1592,0
2/10/2011,-7.06,0.46,-5.209090909,0.531111111,3.65,1,0,0,1,46,1474,1520,0
2/11/2011,-9.446666667,2.606666667,-7.790909091,0.124390244,1.425,1,0,0,0,148,1576,1724,0
2/12/2011,-7.853333333,6.786666667,-3.227272727,0,3.55,1,0,0,0,288,1167,1455,0
2/13/2011,-3.586666667,9.113333333,2.481818182,0,3.825,0,0,0,0,396,1162,1558,0
2/14/2011,2.306666667,14.91333333,7.872727273,0,7.5,0,0,0,0,207,1685,1892,0
2/15/2011,-1.333333333,14.59333333,-0.409090909,0,4.425,0,0,0,0,139,1641,1780,0
2/16/2011,-3.053333333,9.88,1.072727273,0,3.475,0,0,0,0,218,1861,2079,0
2/17/2011,1.486666667,16.80666667,6.818181818,0,3.4,0,0,0,0,258,2185,2443,0
2/18/2011,6.86,22.48,12.89090909,0,5,1,0,0,0,578,2314,2892,0
2/19/2011,6.08,20.15333333,7.718181818,0.01025641,10.075,0,0,0,0,532,1077,1609,0
2/20/2011,-1.2,11.56,0.5,0.067948718,3.65,1,0,1,1,639,1148,1787,0
2/21/2011,-1,8.853333333,5.809090909,0.874117647,4.25,1,0,1,1,195,898,1093,1
2/22/2011,-4.8,5.633333333,-4.381818182,9.054945055,3.2,1,0,0,1,74,1358,1432,0
2/23/2011,-6.228571429,3.457142857,-4.16,0.14556962,1.15,0,0,0,0,139,1740,1879,0
2/24/2011,-4.48,8.566666667,-0.245454545,0.18625,3.2,1,0,1,0,100,1686,1786,0
2/25/2011,-0.253333333,14.10666667,6.763636364,7.362637363,6.425,1,1,1,0,120,1323,1443,0
2/26/2011,-0.026666667,13.29333333,1.163636364,2.745121951,2.975,0,0,0,0,424,1519,1943,0
2/27/2011,0.22,11.63571429,3.527272727,0.006849315,2,1,0,1,0,694,1677,2371,0
2/28/2011,3.135714286,18.02142857,10.35,6.123595506,4.175,1,1,1,0,80,1350,1430,0
3/1/2011,-0.166666667,16.66666667,1.072727273,11.17977528,3.325,0,0,0,0,137,1695,1832,0
3/2/2011,-0.3,12.58666667,1.872727273,0.003896104,5.3,0,0,0,0,231,1878,2109,0
3/3/2011,-3.993333333,11.82,-3.1,0,3.325,0,0,0,0,123,1536,1659,0
3/4/2011,-3.06,7.146666667,-0.345454545,0,3.675,0,0,0,0,214,1709,1923,0
3/5/2011,0.826666667,12.3,7.736363636,0.041891892,4.4,1,0,0,0,640,1414,2054,0
3/6/2011,4.369230769,16.10769231,10.91111111,7.597619048,5.85,1,0,1,1,113,469,582,0
3/7/2011,0.886666667,12.65714286,1.927272727,32.89347826,5.975,1,0,1,1,243,1599,1842,0
3/8/2011,-2.326666667,9.66,0.2,0.010666667,1.925,0,0,0,0,316,1781,2097,0
3/9/2011,-2.96E-17,9.6,3.336363636,0.091025641,4.425,1,0,1,0,191,1677,1868,0
3/10/2011,4.406666667,11.74666667,9.263636364,20.93956044,5.5,1,0,1,0,46,570,616,0
3/11/2011,3.65,12.12857143,4.5,31.92247191,3.8,1,1,1,0,247,1706,1953,0
3/12/2011,1.22,11.8,4.4,0.026027397,3.275,0,0,0,0,724,1380,2104,0
3/13/2011,2.453333333,14.92,6.145454545,0.004109589,4.225,0,0,0,0,979,1396,2375,0
3/14/2011,-0.453333333,13.26,1.718181818,0.010526316,2.2,0,0,0,0,359,1673,2032,0
3/15/2011,-0.073333333,10.81333333,2.572727273,0.624358974,2.95,1,0,1,0,288,1736,2024,0
3/16/2011,2.966666667,11.92666667,6.572727273,15.06774194,3.275,1,0,1,0,321,1851,2172,0
3/17/2011,4.666666667,15.57333333,7.827272727,0.018181818,3.225,0,0,0,0,423,2295,2718,0
3/18/2011,7.106666667,21.95333333,14.1,0,3.525,0,0,0,0,883,2311,3194,0
3/19/2011,9.361538462,23.57142857,10.8,0.022077922,5.75,0,0,0,0,1422,1634,3056,0
3/20/2011,1.478571429,13.74285714,2.9,0.004,3.3,0,0,1,0,1046,1372,2418,0
3/21/2011,3.406666667,15.59333333,8.027272727,4.447727273,3.9,1,1,1,0,401,1657,2058,0
3/22/2011,6.513333333,20.56666667,10.54545455,3.479069767,3.55,1,1,1,0,460,2207,2667,0
3/23/2011,6.235714286,14.52142857,6.68,1.96741573,4.2,1,1,1,0,203,1898,2101,0
3/24/2011,3.26,9.3,3.881818182,7.923076923,3.825,1,1,1,0,166,1678,1844,0
3/25/2011,-1.933333333,7.426666667,-0.154545455,0.685185185,3.525,0,0,0,0,300,1886,2186,0
3/26/2011,-1.746666667,8.22,-0.118181818,0.004166667,3.05,0,0,0,0,981,1477,2458,0
3/27/2011,-1.413333333,7.78,-0.01,0.5875,2.825,1,0,0,1,470,1195,1665,0
3/28/2011,-2.333333333,7.953333333,-0.4,0.10375,3.325,0,0,0,0,222,1782,2004,0
3/29/2011,-1.753333333,9.413333333,1.12,0,3.125,0,0,0,0,317,2080,2397,0
3/30/2011,0.446666667,9.713333333,3.85,0.53125,2.775,1,0,1,1,168,1351,1519,0
3/31/2011,2.113333333,7.626666667,2.836363636,4.421212121,3.15,1,0,1,0,179,1489,1668,0
4/1/2011,1.926666667,7.113333333,3.327272727,4.884042553,4.6,1,0,1,0,307,1885,2192,0
4/2/2011,0.66,9.893333333,3.690909091,0.474698795,3.325,1,1,1,0,897,1328,2225,0
4/3/2011,2.54,12.6,5.354545455,1.791666667,3.675,0,1,1,0,1651,1561,3212,0
4/4/2011,5.673333333,20.91333333,14.99090909,0.415555556,5.9,0,1,1,0,734,2345,3079,0
4/5/2011,8.78,27.33333333,12.67272727,7.410416667,6.325,1,1,1,0,167,1601,1768,0
4/6/2011,0.586666667,17.00666667,4.654545455,3.462352941,4.225,0,0,0,0,413,2363,2776,0
4/7/2011,3.66,18.16,7.772727273,0,3.15,0,0,0,0,570,2431,3001,0
4/8/2011,6.146666667,17.04,7,2.539772727,3.55,1,0,1,0,172,1282,1454,0
4/9/2011,5.36,11.52,6.518181818,8.691954023,2,1,0,1,0,879,1549,2428,0
4/10/2011,7.228571429,13.37142857,9.77,0.18974359,2.825,1,0,0,0,1188,1662,2850,0
4/11/2011,10.58666667,22.77333333,17.48181818,0.014864865,5.25,1,0,1,0,854,2450,3304,0
4/12/2011,13.86,26.96666667,16.66363636,1.869047619,5.15,1,1,1,0,257,1740,1997,0
4/13/2011,9.314285714,16.5,9.77,13.02359551,4.133333333,1,1,1,0,208,1920,2128,0
4/14/2011,5.8,17.1,9.55,1.497560976,1.9,1,0,0,0,527,2683,3210,0
4/15/2011,6.864285714,19.99285714,10.11,0.006756757,4.825,0,0,0,0,642,2441,3083,1
4/16/2011,8.45,18.35,10.67,3.833333333,6.7,1,1,1,0,121,654,775,0
4/17/2011,8.057142857,17.97142857,10.11,26.31348315,4.8,0,1,0,0,1555,2123,3678,0
4/18/2011,8.335714286,21.17857143,12.4,0.006849315,2.725,0,0,0,0,668,2701,3369,0
4/19/2011,11.31428571,22.7,14.94,0.353846154,2.575,1,1,1,0,409,2730,3139,0
4/20/2011,10.67142857,24.57142857,16.23,1.718072289,4.25,1,1,0,0,612,3286,3898,0
4/21/2011,9.571428571,25.43571429,10.9,0.004166667,5.3,0,0,0,0,743,3249,3992,0
4/22/2011,6,15.60714286,6.95,1.11038961,4.1,1,0,1,0,177,1471,1648,0
4/23/2011,5.966666667,15.47142857,9.945454545,10.71573034,3.375,1,1,1,0,1460,2510,3970,0
4/24/2011,10.70714286,25.35,16.99,2.204819277,2.775,1,1,1,0,1708,2408,4116,0
4/25/2011,15.45333333,29.54666667,20.35454545,10.15517241,3.075,1,1,1,0,772,3249,4021,0
4/26/2011,18.58,29.52,21.16363636,0.006756757,5.375,0,1,1,0,675,3656,4331,0
4/27/2011,19.76666667,28.40666667,20.80909091,0.867948718,5.1,1,1,1,0,545,3264,3809,0
4/28/2011,18.29285714,27.06428571,22.56,6.898850575,4.875,1,1,1,0,568,3428,3996,0
4/29/2011,9.75,23.06428571,13.84,5.811688312,4.225,0,1,0,0,877,3560,4437,0
4/30/2011,9.253333333,20.07142857,10.31818182,0.004477612,3.175,0,0,0,0,1963,3251,5214,0
5/1/2011,8.593333333,18.34,10.81818182,0.208860759,1.275,1,0,1,0,1137,2158,3295,0
5/2/2011,10.94666667,19.96666667,15.19090909,0.971428571,3.15,0,0,1,0,845,3484,4329,0
5/3/2011,14.70666667,26.9,18.93636364,0.106024096,4.825,1,0,1,0,603,3763,4366,0
5/4/2011,7.88,24.26,8.218181818,12.23913043,5.275,1,0,1,0,252,2343,2595,0
5/5/2011,6.753333333,17.99333333,9.654545455,4.656818182,4.65,0,1,0,0,611,3727,4338,0
5/6/2011,6.213333333,20.75333333,10.35454545,0.354117647,3.25,1,1,1,0,891,3645,4536,0
5/7/2011,8.606666667,22.04,12.89090909,1.156321839,2.525,1,0,1,0,1605,3011,4616,0
5/8/2011,9.921428571,22.62142857,13.32,0.011538462,1.35,1,0,1,0,1400,2845,4245,0
5/9/2011,10.21333333,23,13.72727273,0.05,2.775,1,0,0,0,661,3622,4283,0
5/10/2011,9.05,23.52857143,14.05,0.00375,2.05,0,0,0,0,691,4042,4733,0
5/11/2011,11.92666667,23.77333333,14.92727273,0,2.7,0,0,1,0,550,3554,4104,0
5/12/2011,11.12,24.1,14.64545455,0,2.925,0,0,0,0,694,4076,4770,0
5/13/2011,13.72857143,21.90714286,15.73,0.146987952,3.55,1,0,1,0,690,3348,4038,0
5/14/2011,14.96,18.7,15.66363636,1.579069767,2.7,1,1,1,0,899,2453,3352,0
5/15/2011,15.74666667,21.36666667,17.67272727,15.02173913,2.375,1,1,1,0,1582,2902,4484,0
5/16/2011,15,25.08666667,16.92727273,5.955913978,2.275,1,1,1,0,772,3137,3909,0
5/17/2011,16.2,23.96666667,17.07272727,7.656521739,5.4,1,1,1,0,678,3389,4067,0
5/18/2011,16.55333333,22.22666667,17.67272727,8.498947368,3.125,1,1,1,0,535,3277,3812,0
5/19/2011,13.37142857,22.06428571,14.68,5.790816327,1.625,1,1,1,0,734,3769,4503,0
5/20/2011,11.71333333,22.24666667,15.00909091,4.139784946,2.4,1,1,1,0,907,3937,4844,0
5/21/2011,12.67857143,24.07857143,17.12,0.07875,1.975,1,0,0,0,2254,3477,5731,0
5/22/2011,14.78,26.70666667,18.52727273,0.003614458,3.125,1,0,1,0,1576,3020,4596,0
5/23/2011,17.40666667,27.66666667,20.4,2.080645161,3.75,1,1,1,0,834,3390,4224,0
5/24/2011,19.75,28.92,21.89,0.660227273,3,1,1,1,0,659,3763,4422,0
5/25/2011,17.65333333,29.43333333,21.31818182,1.804494382,2.4,1,1,1,0,739,4178,4917,0
5/26/2011,19.44,30.84666667,23.26363636,0.003571429,3.35,1,0,0,0,757,3874,4631,0
5/27/2011,19.52,31.06,22.01818182,0.213414634,3.675,0,1,1,0,869,3753,4622,0
5/28/2011,17.89285714,29.24285714,20.5,2.301123596,3.65,0,1,1,0,2000,2693,4693,0
5/29/2011,19.44285714,28.75,22.34,0.192682927,3.1,1,0,0,0,2352,2391,4743,0
5/30/2011,21,31.42857143,24.94,0,1.875,1,0,0,0,1548,2499,4047,1
5/31/2011,21.93571429,34.6,26.1,0,1.625,1,0,0,0,671,3269,3940,0
6/1/2011,22.68666667,35.04666667,26.05454545,0.097701149,3.25,1,1,1,0,512,3419,3931,0
6/2/2011,20.04,32.66666667,22.77272727,1.013978495,5.025,0,1,0,0,736,4176,4912,0
6/3/2011,13.58666667,28.33333333,16.41818182,0.030120482,3.475,0,0,0,0,898,4344,5242,0
6/4/2011,11.77333333,26.44,17.37272727,0.007317073,1.825,0,0,1,0,1864,3384,5248,0
6/5/2011,17.08,27.55333333,19.52727273,0.431460674,2.275,1,1,1,0,1684,3175,4859,0
6/6/2011,16.82,28.06666667,20.34545455,0.51011236,1.85,1,0,0,0,670,3818,4488,0
6/7/2011,16.53333333,29.62,20.91818182,0,2.4,1,0,0,0,760,4023,4783,0
6/8/2011,19.02666667,32.30666667,23.83636364,0.023529412,1.95,1,0,0,0,675,3683,4358,0
6/9/2011,22.02142857,35.99285714,26.26363636,0.261728395,2.6,1,1,1,0,562,3326,3888,0
6/10/2011,21.36428571,35.44285714,24.18181818,5.554736842,2.066666667,1,1,1,0,814,3726,4540,0
6/11/2011,22.06428571,32.85714286,24.3,1.642105263,2.4,1,0,1,0,1727,3174,4901,0
6/12/2011,20.84285714,31.55714286,22.71818182,2.587058824,2.1,1,1,1,0,1467,2940,4407,0
6/13/2011,16.97857143,29.80714286,18.2,6.756976744,4.5,0,1,0,0,863,4106,4969,0
6/14/2011,14.88571429,24.91428571,17.42727273,0.013580247,4.133333333,0,0,1,0,726,4103,4829,0
6/15/2011,12.66428571,25.36428571,16.78181818,0.0075,2.433333333,0,0,0,0,769,4354,5123,0
6/16/2011,15.19285714,27.17142857,18.09090909,1.664634146,3.033333333,1,1,1,0,544,3181,3725,0
6/17/2011,17.08571429,27.45714286,19.2,17.03368421,2.233333333,1,1,1,0,862,3910,4772,0
6/18/2011,18.68571429,29.12142857,22.07272727,5.7,2.033333333,1,1,1,0,1806,3248,5054,0
6/19/2011,20.72857143,29.43571429,22.37272727,0.616666667,1.733333333,1,0,1,0,1638,3038,4676,0
6/20/2011,18.90714286,27.26428571,19.48181818,6.010344828,2.366666667,1,0,1,0,697,3270,3967,0
6/21/2011,19.39285714,27.58571429,20.85454545,1.674444444,2.3,1,1,1,0,770,3999,4769,0
6/22/2011,20.83571429,31,24.34545455,0.692857143,2.366666667,1,1,1,0,655,3790,4445,0
6/23/2011,23.25,30.91428571,25.34545455,0.030487805,3.4,0,0,1,0,745,3979,4724,0
6/24/2011,21.39285714,29.47857143,23.5,0.013924051,3.433333333,0,0,1,0,969,3961,4930,0
6/25/2011,19.61538462,29.35384615,21.42222222,0,2.875,0,0,0,0,1781,3333,5114,0
6/26/2011,16.73571429,28.37142857,20.38,0.052,1.825,1,0,1,0,1918,3323,5241,0
6/27/2011,19.25,27.9,21.38,0.52625,1.8,1,0,1,0,853,3802,4655,0
6/28/2011,20.32857143,29.53571429,22.81818182,0.562962963,2.35,1,1,1,0,729,3851,4580,0
6/29/2011,21.10714286,32.13571429,22.99,3.503529412,3.775,0,1,0,0,848,4307,5155,0
6/30/2011,16.71428571,30.31428571,20.16,0.388,2.35,0,0,0,0,1024,4432,5456,0
7/1/2011,16.66923077,30.08461538,21.53333333,0.029113924,1.975,0,0,0,0,1244,4052,5296,0
7/2/2011,16.45384615,31.70769231,20.48888889,0.017567568,1.9,0,0,0,0,2204,2848,5052,0
7/3/2011,19.5,33.12307692,21.55555556,14.79222222,2.666666667,1,1,1,0,2279,2312,4591,0
7/4/2011,20.51538462,32.21538462,22.78888889,5.654117647,1.633333333,1,1,1,0,3060,2915,5975,1
7/5/2011,20.89230769,31.02307692,23.3,0.625287356,1.9,1,1,1,0,1030,3584,4614,0
7/6/2011,21.70769231,31.58461538,24.33333333,0.149382716,2.125,1,0,1,0,783,3786,4569,0
7/7/2011,21.63076923,32.06153846,23.08888889,1.06,2.625,1,1,1,0,754,3753,4507,0
7/8/2011,21.76153846,32.47692308,24.06666667,5.843373494,2.775,1,1,1,0,689,3290,3979,0
7/9/2011,20.35,30.35,22.79,26.39673913,2.375,1,1,0,0,1987,3281,5268,0
7/10/2011,19.65384615,31.56923077,22.88888889,0.01375,2.4,1,0,0,0,1744,3083,4827,0
7/11/2011,21.2,32.73571429,24.33,1.104819277,3.75,1,1,1,0,720,3320,4040,0
7/12/2011,22.6,34.08571429,25.84,5.287755102,3.175,1,1,0,0,661,3546,4207,0
7/13/2011,22.35384615,33.46153846,25.17777778,1.796511628,2.375,1,1,1,0,745,3544,4289,0
7/14/2011,17.19230769,30.72307692,19.75555556,13.33010753,3.425,0,1,0,0,888,4129,5017,0
7/15/2011,18,28,20.54444444,0.055421687,2.5,0,0,0,0,1318,4157,5475,0
7/16/2011,16.35,28.12857143,21.09,0,2.975,0,0,0,0,2417,3430,5847,0
7/17/2011,19.22307692,30.43076923,22.57777778,0,3,0,0,0,0,2005,3240,5245,0
7/18/2011,20.63076923,32.00769231,23.45555556,0.040243902,2.875,0,0,0,0,841,3563,4404,0
7/19/2011,22.91538462,33.33076923,25.625,0.374698795,1.975,1,1,1,0,751,3718,4469,0
7/20/2011,23.14615385,33.58461538,25.2125,2.58021978,1.85,1,1,0,0,643,3630,4273,0
7/21/2011,24.64285714,35,27.575,0,2.9,1,0,0,0,631,3106,3737,0
7/22/2011,26.06428571,37.5,27.91111111,0.015662651,1.95,1,1,1,0,560,2788,3348,0
7/23/2011,25.75714286,37.74285714,28.13333333,0.120238095,2.4,0,0,1,0,986,2255,3241,0
7/24/2011,25.92142857,36.59285714,28.21111111,0.574074074,2.725,1,1,0,0,1049,2513,3562,0
7/25/2011,23.85,33.65,25.66,3.774157303,1.85,1,1,1,0,566,3224,3790,0
7/26/2011,22.5,33.29285714,24.6,17.63505155,2.825,1,1,0,0,749,3761,4510,0
7/27/2011,22.34285714,33.45,24.44,0.02875,2.6,0,0,0,0,753,3849,4602,0
7/28/2011,21.22142857,33.02142857,24.28,0,2.275,0,0,1,0,606,3740,4346,0
7/29/2011,23.64285714,35.35,26.16,0.003896104,2.95,1,0,0,0,669,3150,3819,0
7/30/2011,24.56428571,36.97857143,26.45,0,2.55,0,0,0,0,1559,2858,4417,0
7/31/2011,22.62857143,35.07857143,25.51,0.033783784,2.475,0,0,0,0,1523,2739,4262,0
8/1/2011,21.89333333,35.78666667,25.90909091,0.82625,2.55,1,1,1,0,729,3487,4216,0
8/2/2011,21.22666667,35.37333333,24.90909091,2.990526316,3,0,1,1,0,800,4004,4804,0
8/3/2011,23.22,32.33333333,24.74545455,1.386904762,1.525,1,0,1,0,467,3062,3529,0
8/4/2011,22.78666667,29.3,24.02727273,4.142553191,3.475,1,0,1,0,799,3730,4529,0
8/5/2011,19.62,29.87333333,23.38181818,0.228235294,3.125,0,0,0,0,1023,3795,4818,0
8/6/2011,21.26666667,30.68,23.70833333,1.22625,3.95,1,1,1,0,1519,2726,4245,0
8/7/2011,23.03333333,32.63333333,25.63333333,9.843820225,2.55,1,1,1,0,1296,2441,3737,0
8/8/2011,22.92857143,33.16428571,25.49090909,5.802150538,2.975,1,1,0,0,845,3431,4276,0
8/9/2011,21.82142857,32.82857143,24.65454545,0.286904762,2.2,1,1,1,0,908,3642,4550,0
8/10/2011,21.3,32.84666667,23.61666667,2.347252747,3.175,0,0,0,0,884,3826,4710,0
8/11/2011,19,31.12,21.11666667,0.13902439,2.375,0,0,0,0,811,3926,4737,0
8/12/2011,17.30714286,30.62857143,21.10909091,0.023376623,2.025,0,0,0,0,1049,3799,4848,0
8/13/2011,18.73333333,29.81333333,22.45833333,1.961445783,2.725,1,1,1,0,1499,2586,4085,0
8/14/2011,20.26,28.22,21.8,17.12307692,2.85,1,1,1,0,1337,2437,3774,0
8/15/2011,18.62666667,28.59333333,21.00833333,21.9,2.8,1,1,1,0,774,3507,4281,0
8/16/2011,19.32,28.54666667,21.95,4.702272727,3.5,0,1,1,0,721,3952,4673,0
8/17/2011,18.12857143,30.32142857,21.21818182,0.077108434,2.275,1,0,0,0,668,3974,4642,0
8/18/2011,20.26,31.79333333,22.08333333,1.273863636,3.275,1,1,1,0,639,3117,3756,0
8/19/2011,18.96428571,31.07142857,21.48333333,9.168817204,2,1,1,1,0,797,3305,4102,0
8/20/2011,17.99333333,30.41333333,21.29166667,8.280952381,1.775,1,1,0,0,1914,3190,5104,0
8/21/2011,20.63333333,31.11333333,24.35833333,3.751851852,2.975,1,1,1,0,1247,2562,3809,0
8/22/2011,20.42,29.52666667,22.275,12.65,4,0,1,1,0,831,3868,4699,0
8/23/2011,13.77333333,27.34,18.09166667,0.005813953,2.05,0,0,0,0,1268,4550,5818,0
8/24/2011,14.84666667,28.45333333,19.35833333,0.012790698,4.025,0,0,0,0,941,4123,5064,0
8/25/2011,18.42666667,28.66666667,22.725,0.889285714,3.125,1,1,1,0,435,3055,3490,0
8/26/2011,19.24285714,28.77142857,21.86363636,8.532291667,1.675,1,1,1,0,768,3839,4607,0
8/27/2011,20.88,28.42,23.7,7.864705882,7.75,1,1,1,0,225,880,1105,0
8/28/2011,20.12,26.92666667,21.35833333,96.93203883,6.8,1,1,1,0,1414,2875,4289,0
8/29/2011,16.74666667,27.66666667,19.11666667,1.633333333,2.25,1,0,0,0,729,3847,4576,0
8/30/2011,14.13571429,26.98571429,17.68181818,0.009195402,1.725,1,0,0,0,772,4376,5148,0
8/31/2011,14.18,27.92666667,17.14166667,0.032941176,1.075,1,0,0,0,688,4310,4998,0
9/1/2011,15.32666667,28.03333333,19.08333333,0.035632184,2.025,0,0,1,0,783,4276,5059,0
9/2/2011,17.59333333,26.94,20.75833333,3.672916667,2.15,1,1,1,0,873,3809,4682,0
9/3/2011,19.22,26.40666667,21.09166667,0.561445783,2.3,1,1,1,0,1933,2493,4426,0
9/4/2011,20.29333333,29.07333333,22.775,2.001176471,3.025,1,0,0,0,2522,2379,4901,0
9/5/2011,19.63333333,29.49333333,21.95,4.245882353,2.65,1,0,1,0,1236,2074,3310,1
9/6/2011,16.53333333,24.72666667,17.09166667,39.01111111,4.875,1,0,1,0,204,2462,2666,0
9/7/2011,16.52666667,22.14,19.95,27.61546392,2.45,1,1,0,0,118,1846,1964,0
9/8/2011,18.82,23.55333333,20.93333333,96.25051546,3.05,1,1,1,0,153,1657,1810,0
9/9/2011,20.66666667,25.26666667,22.14166667,54.41263158,1.85,1,1,1,0,417,3093,3510,0
9/10/2011,18.87333333,27.89333333,20.975,5.788043478,1.975,1,1,0,0,1749,3521,5270,0
9/11/2011,18.16666667,28.36666667,19.95,0.677108434,1.675,1,1,1,0,1633,3324,4957,0
9/12/2011,16.22666667,28.02666667,18.99166667,3.944210526,1.2,1,1,0,0,688,3950,4638,0
9/13/2011,16.40666667,28.18666667,18.99166667,0.006593407,2.025,1,0,0,0,701,4012,4713,0
9/14/2011,17.42,29.76666667,20.14166667,0.393406593,2.35,1,1,1,0,646,4090,4736,0
9/15/2011,15.39333333,28.41333333,18.975,2.019387755,4.15,1,1,1,0,428,3184,3612,0
9/16/2011,7.107142857,21.06428571,10.70909091,1.054639175,1.825,0,0,0,0,741,3952,4693,0
9/17/2011,9.921428571,17.49285714,12.72727273,0.05,2.55,0,0,1,0,1431,3031,4462,0
9/18/2011,10.86153846,18.47692308,13.72,0.128089888,2.875,0,0,0,0,1353,2875,4228,0
9/19/2011,12.56923077,19.65384615,15.66363636,0,2.25,0,0,0,0,688,3779,4467,0
9/20/2011,15.49333333,21.30666667,18.2,0.502173913,1.9,1,0,1,0,437,3156,3593,0
9/21/2011,16.74666667,22.70666667,19.675,3.255555556,1.75,1,0,1,0,537,3768,4305,0
9/22/2011,19.18,25.00666667,21.025,2.093814433,1.775,1,1,1,0,555,4188,4743,0
9/23/2011,20,24.70666667,21.39166667,4.546315789,1.575,1,0,1,0,258,2109,2367,0
9/24/2011,18.14666667,23.54666667,19.15,28.53917526,0.975,1,1,0,0,1777,3576,5353,0
9/25/2011,18.74666667,24.32666667,20.60833333,0.694623656,0.8,1,0,1,0,1544,3416,4960,0
9/26/2011,19.81333333,25.83333333,21.125,0.284444444,1.8,1,0,1,0,681,3906,4587,0
9/27/2011,20.19333333,26.51333333,21.90833333,0.565168539,2.825,1,1,1,0,476,3593,4069,0
9/28/2011,19.15333333,26.04666667,20.35454545,3.508602151,2.35,1,1,1,0,481,3396,3877,0
9/29/2011,17.1,26,18.7,15.3827957,2.4,1,1,1,0,653,4140,4793,0
9/30/2011,13.83333333,24.37333333,15.6,0.174683544,2.575,1,0,0,0,830,4320,5150,0
