date,temp_min,temp_max,temp_observ,precip,wind,wt_fog,wt_thunder,wt_rain,wt_snow,casual,registered,total_cust,holiday
11/30/2012,-3.1875,9.7875,-1.808333333,0.006410256,0.8,0,0,0,0,362,5255,5617,0
12/1/2012,-1.55625,10.06875,0.55,0,1.2,1,0,0,0,949,4187,5136,0
12/2/2012,-0.2125,10.65625,2.433333333,0.026506024,1.575,1,0,1,0,890,3710,4600,0
12/3/2012,3.2625,16.15625,7.875,0.258139535,0.966666667,1,0,0,0,555,5628,6183,0
12/4/2012,7.2625,20.9375,10.33333333,0,2.35,1,0,0,0,551,6011,6562,0
12/5/2012,7.775,20.0625,10.56666667,0.069047619,5.375,0,0,1,0,331,5334,5665,0
12/6/2012,-1.84375,11.90625,-1.391666667,0.036144578,2.225,0,0,0,0,340,5005,5345,0
12/7/2012,-0.8625,7.38125,4.266666667,0.586206897,1.925,1,0,1,0,349,4613,4962,0
12/8/2012,4.921428571,11.32666667,8.416666667,3.968181818,1.425,1,0,1,0,1154,4372,5526,0
12/9/2012,7.366666667,12.71333333,9.183333333,3.415662651,2.55,1,0,1,0,441,2757,3198,0
12/10/2012,7.773333333,13.66666667,11.3,2.380722892,2.675,1,0,0,0,329,4798,5127,0
12/11/2012,5.193333333,16.4,5.75,1.882954545,4.05,1,0,1,0,282,5174,5456,0
12/12/2012,1.306666667,8.386666667,1.918181818,0.02195122,2.375,0,0,0,0,309,4970,5279,0
12/13/2012,-0.58,7.733333333,0.008333333,0,2.1,0,0,0,0,425,5057,5482,0
12/14/2012,-3.806666667,9.813333333,-2.225,0.050588235,1.375,0,0,0,0,429,5132,5561,0
12/15/2012,-2.006666667,11.18666667,0.75,0.003703704,1.625,0,0,1,0,766,4215,4981,0
12/16/2012,2.385714286,10.28571429,6.118181818,0.948192771,1.825,1,0,1,0,538,3205,3743,0
12/17/2012,6.44,10.70666667,8.508333333,1.637209302,2.1,1,0,1,0,212,4338,4550,0
12/18/2012,5.96,13.15333333,7.491666667,1.497647059,4.175,1,0,1,0,433,5080,5513,0
12/19/2012,-0.026666667,13.34,1.258333333,0.015789474,3,0,0,0,0,333,4901,5234,0
12/20/2012,0.521428571,10.71428571,1.625,1.667901235,2.966666667,1,0,1,0,314,3783,4097,0
12/21/2012,1.706666667,12.52666667,4.366666667,26.97395833,6.975,1,0,1,1,221,3363,3584,0
12/22/2012,1.413333333,7.086666667,2.4,0.044736842,7.9,0,0,0,0,205,1528,1733,0
12/23/2012,-3.393333333,6.486666667,-2.441666667,0,1.875,0,0,0,0,408,1359,1767,0
12/24/2012,-3.406666667,6.253333333,-2.408333333,0.982857143,1.625,1,0,1,1,174,735,909,0
12/25/2012,-1.9,5.593333333,0.918181818,4.529113924,2.6,1,0,0,0,440,564,1004,1
12/26/2012,-0.65,7.485714286,0.183333333,5.373972603,5.733333333,1,0,1,1,9,426,435,0
12/27/2012,-0.05,5.678571429,1.95,33.08823529,7.333333333,1,0,1,0,247,1849,2096,0
12/28/2012,-0.266666667,5.386666667,0.225,0.004166667,2.425,0,0,0,0,644,2424,3068,0
12/29/2012,-0.193333333,4.86,2.033333333,0.833333333,3.2,1,0,1,1,158,1170,1328,0
12/30/2012,-0.033333333,4.886666667,1.066666667,3.319047619,6.675,0,0,0,0,364,1416,1780,0
12/31/2012,-3.146666667,4.513333333,-1.941666667,0.01038961,2.075,0,0,0,0,439,2272,2711,0
1/1/2013,-1.493333333,5.226666667,2.527272727,0.025301205,2.275,0,0,0,0,421,1543,1964,1
1/2/2013,-1.02,4.926666667,-0.5,0,3.3,0,0,0,1,284,3389,3673,0
1/3/2013,-4.62,2.873333333,-3.616666667,0,1.85,0,0,0,0,297,3547,3844,0
1/4/2013,-4.746666667,4.56,-2.083333333,0,3.775,0,0,0,0,297,3781,4078,0
1/5/2013,-2.74,6.34,-0.458333333,0.003529412,2.7,0,0,1,1,509,3007,3516,0
1/6/2013,-1.62,8.453333333,0.008333333,0.157303371,2.2,1,0,1,1,585,3166,3751,0
1/7/2013,-1.14,9.266666667,3.466666667,0,2.8,0,0,0,0,332,4409,4741,0
1/8/2013,-3.4,8.886666667,-0.45,0,1.775,1,0,0,0,442,4832,5274,0
1/9/2013,-1.626666667,11.37333333,0.7,0.029761905,1.275,1,0,1,0,356,4754,5110,0
1/10/2013,0.36,11.6,3.7,0.121111111,2.325,0,0,0,0,359,5023,5382,0
1/11/2013,0.666666667,9.893333333,2.033333333,0.283529412,0.875,1,0,1,0,254,3840,4094,0
1/12/2013,2.846666667,9.293333333,5.275,1.550537634,1.1,1,0,0,0,1239,4334,5573,0
1/13/2013,5.035714286,11.95333333,6.85,0.124705882,1.725,1,0,0,0,834,3280,4114,0
1/14/2013,6.157142857,14.99285714,12.84545455,0.942857143,3.375,1,0,1,0,444,4579,5023,0
1/15/2013,3.006666667,11.26,3.333333333,9.854736842,2.8,1,0,1,0,224,2673,2897,0
1/16/2013,1.153333333,4.773333333,1.683333333,20.85591398,1.875,1,0,1,0,197,3280,3477,0
1/17/2013,1.992857143,6.05,4.554545455,3.046067416,2.4,0,0,1,0,361,4408,4769,0
1/18/2013,-0.366666667,4.88,-0.033333333,0.368888889,4.075,0,0,0,0,340,4132,4472,0
1/19/2013,-1.96,7.186666667,1.025,0,4.75,0,0,0,0,1199,3719,4918,0
1/20/2013,0.64,13.1,3.375,0,4.875,0,0,0,0,1656,4043,5699,1
1/21/2013,-1.373333333,11.45333333,-1.291666667,0,3.925,0,0,0,1,1026,3500,4526,1
1/22/2013,-8.273333333,4.1,-8.325,0,6.35,0,0,0,0,89,2842,2931,0
1/23/2013,-11.27333333,-3.1,-10.275,0,3.225,0,0,0,1,69,3115,3184,0
1/24/2013,-10.25333333,-3.366666667,-8.283333333,1.494736842,4.475,0,0,0,1,20,2405,2425,0
1/25/2013,-9.92,-4.02,-8.775,0.838095238,2,1,0,0,1,44,2310,2354,0
1/26/2013,-7.913333333,-2.24,-4.8,1.135164835,2.05,0,0,0,1,179,2560,2739,0
1/27/2013,-6.146666667,1.833333333,-4.258333333,0,1.675,0,0,0,0,263,2726,2989,0
1/28/2013,-3.593333333,4.626666667,0.325,2.050574713,2.8,0,0,1,1,65,2647,2712,0
1/29/2013,0.493333333,13.18,6.108333333,1.955681818,2.275,1,0,0,0,321,5470,5791,0
1/30/2013,5.966666667,20.85333333,15.19166667,5.567058824,5.1,1,0,1,0,182,4460,4642,0
1/31/2013,2.613333333,19.25333333,5.241666667,41.11515152,7.675,1,1,1,0,120,4205,4325,0
2/1/2013,-4.953333333,4.86,-3.891666667,0.685714286,5.725,1,0,0,1,84,3077,3161,0
2/2/2013,-9.393333333,-0.293333333,-7.6,0.120253165,2.575,0,0,0,1,233,2217,2450,0
2/3/2013,-7.34,0.066666667,-4.158333333,0.666666667,1.775,0,0,0,1,185,2370,2555,0
2/4/2013,-5.36,1.38,-3.841666667,0.048863636,3.475,0,0,0,0,122,3797,3919,0
2/5/2013,-3.34,2.886666667,-0.383333333,0.072619048,1.5,0,0,0,1,151,4427,4578,0
2/6/2013,-1.74,5.893333333,-0.25,0,3.2,1,0,1,0,179,4692,4871,0
2/7/2013,-3.55,5.907142857,-1.7,0,2.475,0,0,0,0,175,4263,4438,0
2/8/2013,-1.7,4.7,0.8,5.222916667,4.95,1,0,1,1,146,3205,3351,0
2/9/2013,-1.966666667,4.9,-1.116666667,1.283529412,7,0,1,0,1,424,3004,3428,0
2/10/2013,-6.328571429,5.435714286,-4.536363636,0.036904762,2.45,0,0,0,0,501,3075,3576,0
2/11/2013,-2.578571429,9.392857143,4.6,8.095652174,3.475,1,0,1,0,151,4071,4222,0
2/12/2013,2.892857143,12.61428571,4.8,0.21,3.525,1,0,0,0,281,5342,5623,0
2/13/2013,-0.128571429,10.86428571,1.018181818,1.01875,2.525,1,0,1,1,171,3362,3533,0
2/14/2013,-0.607142857,8.6,0.963636364,5.910752688,2.375,1,0,0,0,355,4762,5117,0
2/15/2013,-0.314285714,11.79285714,1.118181818,0.441025641,3.1,1,0,1,1,683,4632,5315,0
2/16/2013,0.078571429,9.957142857,0.709090909,3.385393258,3.625,1,0,1,1,679,2526,3205,0
2/17/2013,-4.071428571,2.721428571,-3.427272727,0.224137931,7.125,0,0,0,1,483,2004,2487,0
2/18/2013,-6.942857143,1.935714286,-4.227272727,0,3.475,0,0,0,0,534,2786,3320,1
2/19/2013,-3.007142857,5.878571429,3.227272727,0.323809524,4.725,0,0,1,1,163,3769,3932,0
2/20/2013,-2.614285714,5.557142857,-1.918181818,2.501123596,6.625,0,0,0,1,190,4162,4352,0
2/21/2013,-4.921428571,3.414285714,-3.718181818,0.010126582,4.85,0,0,0,0,187,3922,4109,0
2/22/2013,-3.5,2.346153846,-1.418181818,0.121917808,2.5,0,0,1,1,123,3403,3526,0
2/23/2013,-0.9,3.261538462,1.218181818,2.198823529,2.266666667,1,0,1,0,211,2336,2547,0
2/24/2013,0.442857143,8.178571429,3.481818182,1.3075,5.075,1,0,0,0,846,3479,4325,0
2/25/2013,-2.964285714,9.914285714,-0.245454545,0.02625,2.2,0,0,0,0,331,4617,4948,0
2/26/2013,-2.371428571,7.535714286,0.218181818,1.793975904,4.275,1,0,1,0,149,2593,2742,0
2/27/2013,1.278571429,9.371428571,4.636363636,16.16021505,3.575,1,0,1,0,363,5025,5388,0
2/28/2013,3.721428571,11.06428571,3.872727273,0.673626374,3.875,0,0,1,0,296,4788,5084,0
3/1/2013,2.776923077,7.907692308,3.71,0.031395349,4.725,0,0,0,1,329,4557,4886,0
3/2/2013,-0.8,5.242857143,-0.3,0.018823529,4.3,0,0,0,1,674,3033,3707,0
3/3/2013,-2.053846154,3.692307692,-0.84,0,5.325,0,0,0,1,475,2573,3048,0
3/4/2013,-2.521428571,5.085714286,-1.618181818,0,5.85,0,0,0,0,311,4101,4412,0
3/5/2013,-2.528571429,7.514285714,0.154545455,0.008988764,2.95,1,0,1,1,444,4737,5181,0
3/6/2013,-0.584615385,7.269230769,0.89,11.90454545,7.725,1,0,1,1,79,1046,1125,0
3/7/2013,0.85,6.064285714,2.781818182,15.69431818,5.775,1,0,0,0,315,4691,5006,0
3/8/2013,1.346666667,9.106666667,3.027272727,0.008888889,6.975,0,0,0,1,410,4425,4835,0
3/9/2013,0.826666667,11.52666667,4.345454545,0,2.45,0,0,0,0,2168,4600,6768,0
3/10/2013,-0.813333333,15.82,2.027272727,0,2.575,0,0,0,0,2328,4436,6764,0
3/11/2013,2.413333333,15.66666667,7.272727273,0.003529412,4.325,0,0,1,0,1026,5013,6039,0
3/12/2013,5.84,15.04,11.04545455,5.596590909,5.75,1,0,1,0,449,3796,4245,0
3/13/2013,-0.553333333,12.78,0.245454545,16.97011494,4.275,0,0,1,0,625,5068,5693,0
3/14/2013,-0.56,8.613333333,0.554545455,0.055555556,6.425,0,0,0,0,440,4386,4826,0
3/15/2013,-2.18,9.746666667,0.818181818,0,3.2,0,0,0,0,1201,5129,6330,0
3/16/2013,0.207142857,13.25714286,4.95,0.042352941,3.15,0,0,1,0,1811,4357,6168,0
3/17/2013,0.357142857,10.23571429,1.33,0.207692308,2.925,0,0,0,0,982,2960,3942,0
3/18/2013,0.146666667,4.466666667,0.518181818,1.681111111,3.375,1,0,1,1,248,2499,2747,0
3/19/2013,0.44,7.54,3.136363636,8.779166667,4.225,1,0,1,0,674,5268,5942,0
3/20/2013,0.56,13.22,2.527272727,0.022988506,4.65,0,0,0,0,556,5250,5806,0
3/21/2013,-1.206666667,8.493333333,-0.445454545,0.027956989,5.85,0,0,0,1,308,4200,4508,0
3/22/2013,-3.026666667,4.886666667,-0.5,0,4.625,0,0,0,0,682,4725,5407,0
3/23/2013,-3.433333333,9.593333333,-0.6,0,3.45,0,0,0,0,2473,4006,6479,0
3/24/2013,-2.413333333,9.646666667,-0.6,0.034567901,2.225,1,0,1,1,1109,2748,3857,0
3/25/2013,-0.826666667,4.12,0.054545455,9.461445783,2.95,1,0,1,1,84,1828,1912,0
3/26/2013,-0.392857143,5.8,1.44,7.545121951,3.975,1,0,1,1,647,4936,5583,0
3/27/2013,1.453333333,9.433333333,2.909090909,0.06125,5.5,0,0,1,0,646,5154,5800,0
3/28/2013,1.446666667,9.513333333,3.518181818,0.029268293,4.875,0,0,1,0,699,4884,5583,0
3/29/2013,3.05,10.57857143,5.05,0,3.075,0,0,0,0,1968,5416,7384,0
3/30/2013,0.907142857,13.77142857,3.12,0.003947368,1.825,0,0,0,0,5006,4592,9598,0
3/31/2013,2.335714286,14.08571429,6.62,0.207692308,2.225,1,0,1,0,1401,2384,3785,0
4/1/2013,3.213333333,14.58,5.618181818,0.84494382,4.6,1,0,0,0,1303,5065,6368,0
4/2/2013,0.053333333,14.70666667,2.1,0.040860215,4.625,0,0,0,0,738,5164,5902,0
4/3/2013,-2.46,10.28666667,0.190909091,0.008695652,4.725,0,0,0,0,929,5297,6226,0
4/4/2013,-3.94,10.06666667,-0.2,0.156989247,2.675,1,0,0,0,904,4925,5829,0
4/5/2013,-0.186666667,12.88666667,4.781818182,7.988461538,3.95,1,0,0,0,1559,6030,7589,0
4/6/2013,2.366666667,15.92666667,4.509090909,0.040860215,3.45,0,0,0,0,4099,5172,9271,0
4/7/2013,3.226666667,15.85333333,7.072727273,0,4.875,0,0,0,0,4428,5334,9762,0
4/8/2013,7.106666667,22.52666667,12.18181818,0.003157895,3.275,0,0,0,0,1949,6517,8466,0
4/9/2013,11.86,27.74666667,18.09090909,0,3.525,0,0,0,0,2138,7612,9750,0
4/10/2013,15.16,30.75333333,20.86363636,0,3.775,0,0,0,0,1965,7588,9553,0
4/11/2013,13.57333333,30.78666667,17.00909091,0,3.45,1,0,0,0,1886,7205,9091,0
4/12/2013,10.61333333,26.14666667,11.87272727,7.365217391,3.85,1,1,0,0,1173,4824,5997,0
4/13/2013,6.253333333,22.21333333,9.409090909,12.39677419,2.675,1,1,0,0,5375,5892,11267,0
4/14/2013,5.18,19.78,9.036363636,0.018823529,2.85,0,0,0,0,4370,5234,9604,0
4/15/2013,9.26,18.22666667,12.18181818,0.462765957,3.275,1,0,0,0,1289,5619,6908,0
4/16/2013,11.71333333,19.22666667,13.56363636,0.096842105,3.825,0,0,0,0,1519,6728,8247,1
4/17/2013,13.18666667,24.03333333,16.30909091,0.530927835,2.575,1,0,0,0,1363,7114,8477,0
4/18/2013,13.90666667,24.56666667,15.3,0.968181818,4.2,1,0,0,0,1192,6494,7686,0
4/19/2013,13.34,24.89333333,17.12,4.832258065,5.125,0,1,0,0,1082,5036,6118,0
4/20/2013,7.593333333,21.16,8.04,23.9184466,5.4,1,1,0,0,3411,5382,8793,0
4/21/2013,3.08,13.88666667,5.17,0.017777778,3.275,0,0,0,0,2510,4820,7330,0
4/22/2013,1.526666667,12.55333333,4.96,0,4.3,0,0,0,0,779,5958,6737,0
4/23/2013,4.973333333,14.58666667,8.17,0.003191489,2.6,0,0,0,0,946,6488,7434,0
4/24/2013,5.846666667,19.12,10.21818182,0.008602151,4.65,0,0,0,0,1306,7154,8460,0
4/25/2013,6.92,22.44,8.727272727,0.295,4.025,0,0,0,0,1350,6912,8262,0
4/26/2013,5.173333333,19.07333333,9.390909091,0.003333333,2.1,0,0,0,0,1844,7152,8996,0
4/27/2013,5.071428571,19.08571429,10.06,0,1.975,0,0,0,0,4947,5873,10820,0
4/28/2013,6.385714286,20.35714286,10.17,0.037349398,3.225,0,0,0,0,3335,4516,7851,0
4/29/2013,9.973333333,17.78,11.82727273,4.063917526,3.575,1,0,0,0,480,3809,4289,0
4/30/2013,11.63333333,14.97333333,12.40909091,6.785106383,3.45,0,0,0,0,604,4755,5359,0
5/1/2013,7.526666667,17.44666667,10.9,1.85625,3.7,0,0,0,0,1197,7410,8607,0
5/2/2013,5.733333333,20.26666667,9.190909091,0.009473684,2.35,0,0,0,0,1323,7167,8490,0
5/3/2013,6.926666667,19.32666667,10.94545455,0.003225806,3.975,0,0,0,0,1774,6881,8655,0
5/4/2013,7.366666667,19.07333333,10.4,0.003225806,3.875,0,0,0,0,3650,5822,9472,0
5/5/2013,6.786666667,18.04,8.418181818,0,3.75,0,0,0,0,2931,5055,7986,0
5/6/2013,7.88,16.63333333,10.66363636,0.327368421,4.55,0,0,0,0,1065,5440,6505,0
5/7/2013,11.48,16.78,14.48181818,4.166666667,5.3,1,0,0,0,344,4075,4419,0
5/8/2013,13.29333333,18.67333333,14.04545455,21.90754717,1.825,0,1,0,0,821,5765,6586,0
5/9/2013,11.41333333,21.74666667,13.33636364,4.450961538,1.8,1,1,0,0,1122,6671,7793,0
5/10/2013,11.85333333,25.58666667,15.40909091,2.234653465,2.5,0,1,0,0,1979,6891,8870,0
5/11/2013,15.30666667,27.07333333,17.92727273,13.33148148,2.55,1,1,0,0,2099,4356,6455,0
5/12/2013,11.55333333,22.67333333,13.8,9.898039216,5.175,0,1,0,0,3084,4926,8010,0
5/13/2013,4.44,16.52,8.627272727,0.017021277,4.05,0,0,0,0,1064,6317,7381,0
5/14/2013,1.933333333,16.24666667,7.172727273,0.003191489,2.5,0,0,0,0,1264,6797,8061,0
5/15/2013,7.926666667,22.58,14.6,0.039795918,3.475,0,1,0,0,1321,7435,8756,0
5/16/2013,14.77333333,28.85333333,20.70909091,0.1,3.625,0,0,0,0,1522,7373,8895,0
5/17/2013,14.44,27.66,18.68181818,0.015909091,2.575,0,0,0,0,2544,7503,10047,0
5/18/2013,15.04,24.73333333,16.70909091,0.141860465,3.25,1,0,0,0,1925,4408,6333,0
5/19/2013,13.84666667,21.06,16.18181818,1.743617021,2.125,1,0,0,0,2077,4597,6674,0
5/20/2013,16.43333333,25.18666667,19.39090909,0.441758242,2.4,1,0,0,0,1624,6759,8383,0
5/21/2013,18.50666667,27.88666667,20.65454545,0.115909091,2.825,1,0,0,0,1648,7394,9042,0
5/22/2013,19.9,29.26,21.35454545,0.371264368,3.4,0,1,0,0,1401,7494,8895,0
5/23/2013,18.58666667,28.70666667,20.45454545,4.456862745,3.775,0,1,0,0,1288,6763,8051,0
5/24/2013,11.88666667,23.44,12.82727273,17.09215686,6.275,0,1,0,0,1004,5623,6627,0
5/25/2013,6.493333333,17.07333333,9.254545455,0.513043478,6.2,0,0,0,0,3621,4323,7944,0
5/26/2013,8,20.02666667,12.16363636,0.00375,3.95,0,0,0,0,5652,4236,9888,0
5/27/2013,8.126666667,21.74666667,12.71818182,0,1.35,0,0,0,0,4452,4514,8966,1
5/28/2013,12.20666667,23.77333333,16.20909091,2.237894737,2.15,0,0,0,0,1587,5964,7551,0
5/29/2013,16.63333333,29.52,21.30909091,6.402020202,3.275,1,1,0,0,1736,7539,9275,0
5/30/2013,18.97333333,31.55333333,23.18181818,0.053246753,2.625,0,0,0,0,1366,7374,8740,0
5/31/2013,18.66666667,31.93333333,22.73636364,0.162337662,3.5,0,0,0,0,1835,7267,9102,0
6/1/2013,19.92666667,32.16,23.49090909,0,3.75,0,0,0,0,3657,5800,9457,0
6/2/2013,21.04,30.97333333,23.09090909,1.73255814,4.075,0,1,0,0,2997,4667,7664,0
6/3/2013,19.22,27.95333333,19.57272727,21.51826923,2.866666667,1,1,0,0,1442,5951,7393,0
6/4/2013,14.34,25.51333333,16.30909091,6.929126214,2.775,0,0,0,0,1852,8074,9926,0
6/5/2013,12.05333333,24.82,17.01818182,0.005208333,2.35,0,0,0,0,1910,8076,9986,0
6/6/2013,14.94,24.40666667,17.31818182,1.562765957,3.6,1,0,0,0,1223,5631,6854,0
6/7/2013,17.51333333,22.26,19.25454545,35.91826923,3.475,1,0,0,0,242,2235,2477,0
6/8/2013,18.00666667,23.52666667,19.39090909,23.98,2.25,0,0,0,0,3572,6186,9758,0
6/9/2013,17.12,26.52666667,19.75454545,0.33877551,2.1,0,0,0,0,3433,5787,9220,0
6/10/2013,19.12,26.68,20.71818182,22.91495327,3.225,0,1,0,0,713,3655,4368,0
6/11/2013,18.87333333,27.14,20.75454545,29.71759259,3.95,0,1,0,0,1737,7456,9193,0
6/12/2013,18.88,29.29333333,22.49090909,0.128,2.475,0,0,0,0,1585,7595,9180,0
6/13/2013,20.39375,30.8625,21.89166667,2.593203883,4.45,0,1,0,0,1162,6097,7259,0
6/14/2013,15.7,28.3375,17.36666667,10.3440367,4.925,1,1,0,0,2209,7574,9783,0
6/15/2013,15.48125,26.3,20.18333333,0.237362637,2.575,0,0,0,0,4201,6245,10446,0
6/16/2013,17.19375,28.0875,20.225,0.019101124,2.275,0,0,0,0,3533,5177,8710,0
6/17/2013,19.55,29.23125,22.08333333,0.527083333,2.3,0,1,0,0,1729,6884,8613,0
6/18/2013,19.475,28.175,21.2,2.376086957,1.775,1,1,0,0,940,6200,7140,0
6/19/2013,17.2125,24.20625,18.84166667,12.71698113,2.45,1,1,0,0,1802,8237,10039,0
6/20/2013,15.9,25.11875,19.575,0.025555556,2.9,1,0,0,0,1795,8352,10147,0
6/21/2013,13.95,26.7375,18.43333333,0,1.85,0,0,0,0,2367,7952,10319,0
6/22/2013,15.9,28.4,20.18333333,0,2.95,1,0,0,0,4401,6398,10799,0
6/23/2013,18.9875,29.3375,22.13333333,0.759090909,1.725,1,0,0,0,2404,4771,7175,0
6/24/2013,20.775,30.06875,23.33333333,6.939175258,2.075,0,1,0,0,1470,6572,8042,0
6/25/2013,19.95333333,32.35333333,23.09090909,2.027659574,2.575,1,1,0,0,1559,7411,8970,0
6/26/2013,19.91875,32.41875,23,2.751546392,2.3,0,1,0,0,1312,7080,8392,0
6/27/2013,20.20625,30.35,21.3,4.214141414,3.05,1,1,0,0,1302,7317,8619,0
6/28/2013,20.56666667,29.19333333,22.48181818,5.722916667,2.7,0,0,0,0,1060,5187,6247,0
6/29/2013,18.95,30.325,21.85,19.54845361,2.45,1,1,0,0,3973,6530,10503,0
6/30/2013,20.75625,30.04375,23.40833333,1.588888889,2.7,0,0,0,0,2405,4682,7087,0
7/1/2013,21.63125,28.6375,22.78333333,7.861,3.525,0,1,0,0,1372,6470,7842,0
7/2/2013,21.92666667,27.92666667,23.48181818,4.046938776,4.125,1,0,0,0,1284,6537,7821,0
7/3/2013,21.74,28.18666667,22.74166667,7.017021277,3.1,1,1,0,0,1603,6122,7725,0
7/4/2013,22.325,30.14375,24.30833333,10.05494505,3.825,1,1,0,0,5222,5520,10742,1
7/5/2013,22.70625,31.31875,24.8,0.01627907,3.725,0,0,0,0,4785,5772,10557,0
7/6/2013,23.15,32.0875,25.83333333,0,3.325,0,0,0,0,4295,4607,8902,0
7/7/2013,22.4625,32.80625,24.54166667,0.571084337,3.2,1,1,0,0,2490,4381,6871,0
7/8/2013,21.175,31.31875,22.71666667,3.896039604,2.4,1,1,0,0,1323,6747,8070,0
7/9/2013,21.66875,29.61875,23.2,0.729787234,1.9,0,0,0,0,1197,7568,8765,0
7/10/2013,22.62,29.98666667,24.46363636,0.738709677,3.225,0,0,0,0,1116,6997,8113,0
7/11/2013,22.325,30.53333333,23.41666667,5.162745098,2.625,1,1,0,0,1385,7485,8870,0
7/12/2013,19.19375,27.25,19.43333333,31.1,3.725,0,1,0,0,1006,4719,5725,0
7/13/2013,19.75625,25.9,21.95,7.363917526,1.9,1,0,0,0,3223,6055,9278,0
7/14/2013,21.775,30.1125,24.3,3.213978495,2.5,1,1,0,0,2797,5593,8390,0
7/15/2013,21.7375,32.64375,25.35833333,0.012087912,1.875,1,0,0,0,1343,6690,8033,0
7/16/2013,23.99375,33.64375,26.44166667,0.00326087,2.45,0,0,0,0,1304,7098,8402,0
7/17/2013,23.75625,34.0625,26.14545455,0,1.65,0,0,0,0,1341,7292,8633,0
7/18/2013,23.925,34.58125,26.75454545,0.313333333,2,0,1,0,0,1121,6704,7825,0
7/19/2013,24.64375,34.75625,26.69090909,0.75326087,2.825,0,1,0,0,1512,6466,7978,0
7/20/2013,24.3125,34.29375,25.15454545,2.131034483,3.375,0,1,0,0,3129,5494,8623,0
7/21/2013,22.51875,32.76875,24.79090909,3.036363636,1.85,0,1,0,0,3132,5332,8464,0
7/22/2013,22.025,32.04375,23.7,3.059574468,2.4,0,1,0,0,1578,7100,8678,0
7/23/2013,22.08125,30.80625,23.24166667,7.604081633,2.9,1,1,0,0,1513,7721,9234,0
7/24/2013,21.075,29.65,22.80833333,0.024468085,3.6,0,0,0,0,1707,8053,9760,0
7/25/2013,16.94375,27.4625,18.39166667,0,3.825,0,0,0,0,1908,8197,10105,0
7/26/2013,16.45625,26.8375,19.175,0,2.2,0,0,0,0,2243,8019,10262,0
7/27/2013,18.3,28.36666667,20.76363636,1.092771084,2.975,1,0,0,0,3173,5210,8383,0
7/28/2013,20.36666667,28.85333333,21.60909091,9.343956044,2.55,0,0,0,0,2862,5276,8138,0
7/29/2013,17.40666667,28.03333333,19.30833333,2.409782609,2.95,0,1,0,0,1915,7328,9243,0
7/30/2013,15.8,27.575,18.51666667,0.003658537,1.65,0,0,0,0,1955,7923,9878,0
7/31/2013,17.6125,27.2125,19.85833333,0.135443038,2.15,1,0,0,0,1468,7234,8702,0
8/1/2013,18.8375,27.21875,20.94166667,9.177884615,2.325,1,1,0,0,1178,6577,7755,0
8/2/2013,18.6875,28.5875,21.03333333,4.537894737,2.4,0,1,0,0,2358,7456,9814,0
8/3/2013,18.91875,27.95625,19.86666667,0.51627907,1.725,0,0,0,0,3315,5135,8450,0
8/4/2013,17.4375,26.525,19.11666667,2.32247191,3.825,1,0,0,0,4317,6080,10397,0
8/5/2013,14.01875,26.66875,17.21666667,0.003614458,2.2,0,0,0,0,2344,7709,10053,0
8/6/2013,17.22,25.03333333,19.42727273,1.604444444,2.6,1,0,0,0,1547,6835,8382,0
8/7/2013,19.475,25.125,20.93333333,1.87032967,3.6,1,1,0,0,1931,7788,9719,0
8/8/2013,21.0125,28.925,23.2,3,3.5,0,1,0,0,1538,7330,8868,0
8/9/2013,23.36875,30.03125,24.775,2.907526882,3.625,0,1,0,0,2152,7309,9461,0
8/10/2013,22.47142857,30.79285714,23.47272727,5.098850575,1.9,0,1,0,0,4129,5918,10047,0
8/11/2013,20.43571429,28.48571429,22.33,0.242045455,2.025,0,0,0,0,3875,5610,9485,0
8/12/2013,20.37333333,29.58,22.41818182,0.018823529,1.525,1,0,0,0,2154,7327,9481,0
8/13/2013,21.37333333,30.40666667,23.12727273,2.788421053,2.9,0,0,0,0,1590,6713,8303,0
8/14/2013,14.85333333,27.18,16.67272727,8.611111111,5,0,1,0,0,1997,8394,10391,0
8/15/2013,12.64666667,24.40666667,15.65454545,0.336170213,2.175,0,0,0,0,2191,8438,10629,0
8/16/2013,12.89333333,25.42666667,16.62727273,0,1.2,0,0,0,0,2794,7969,10763,0
8/17/2013,13.48666667,25.66666667,16.63636364,0,2.925,0,0,0,0,4739,6303,11042,0
8/18/2013,16.1875,24.41875,18.34166667,2.495833333,2.225,1,0,0,0,1749,4004,5753,0
8/19/2013,15.94375,22.84375,18.14166667,1.52371134,1.9,1,0,0,0,1847,7121,8968,0
8/20/2013,16.85,26.18125,20.00833333,0.030851064,1.525,1,0,0,0,1725,7854,9579,0
8/21/2013,19.1,30.225,22,0.096808511,2.575,1,1,0,0,1647,7493,9140,0
8/22/2013,20.8,30.975,22.26666667,2.2375,2.575,0,1,0,0,1862,7681,9543,0
8/23/2013,18.85,28.3375,21.11666667,0.476595745,2.325,1,0,0,0,1158,6467,7625,0
8/24/2013,15.625,25.85625,17.46666667,2.424489796,2.8,0,0,0,0,3782,7062,10844,0
8/25/2013,14.75,27.14375,17.725,0.005617978,2.075,0,0,0,0,3327,6154,9481,0
8/26/2013,15.96875,28.40625,18.93333333,0.003333333,2.85,0,0,0,0,1687,7582,9269,0
8/27/2013,19.1,30.69375,22.23333333,0.056122449,2.725,0,0,0,0,1538,7968,9506,0
